image,caption
1119418776_58e4b93eac.jpg,"A black , brown and white dog running through a field ."
1119418776_58e4b93eac.jpg,"A brown , black and white dog is running through a large field with its mouth open ."
1119418776_58e4b93eac.jpg,A dog running in a field .
1119418776_58e4b93eac.jpg,A dog with its mouth open running through a field torwards the camera .
1119463452_69d4eecd08.jpg,A girl in a pink swimsuit in a pool
1119463452_69d4eecd08.jpg,A girl swimming in a pool .
1119463452_69d4eecd08.jpg,A little girl in a pink bathing suit swimming in a pool .
1119463452_69d4eecd08.jpg,A little girl swimming in a pool .
1119463452_69d4eecd08.jpg,Smiling little girl swimming in outdoor pool .
1121416483_c7902d0d49.jpg,A child is standing on her head .
1121416483_c7902d0d49.jpg,A little girl standing on her head .
1121416483_c7902d0d49.jpg,A small child doing a handstand on a bed .
1121416483_c7902d0d49.jpg,A young girl does a handstand on a bed with blue sheets .
1121416483_c7902d0d49.jpg,The girl is upside down on a bed
112178718_87270d9b4d.jpg,A guy stands in the sand with a snowboard behind him .
112178718_87270d9b4d.jpg,A man holds a surfboard on the beach .
112178718_87270d9b4d.jpg,a man holds his snowboard in the sand .
112178718_87270d9b4d.jpg,A man with his surfboard stands in the sand .
112178718_87270d9b4d.jpg,Man is standing on white sand and holding a snowboard .
112243673_fd68255217.jpg,People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees .
112243673_fd68255217.jpg,Three people are riding around on ATV 's and motorcycles .
112243673_fd68255217.jpg,Three people on motorbikes follow a trail through dry grass .
112243673_fd68255217.jpg,Three people on two dirt-bikes and one four-wheeler are riding through brown grass .
112243673_fd68255217.jpg,Three people ride off-road bikes through a field surrounded by trees .
1122944218_8eb3607403.jpg,A baby in a white garment holds a flag with crescent moon and star .
1122944218_8eb3607403.jpg,A baby is holding a small black flag with a moon and a star on it .
1122944218_8eb3607403.jpg,A baby wearing a white gown waves a Muslim flag .
1122944218_8eb3607403.jpg,A little toddler dressed in white is smiling while a lady helps him wave a flag .
1122944218_8eb3607403.jpg,Baby in white outfit holding black and white flag .
1124448967_2221af8dc5.jpg,A half naked man is sleeping on his chair outdoors .
1124448967_2221af8dc5.jpg,An older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped .
1124448967_2221af8dc5.jpg,"A shirtless man in a white cap relaxes in a deck chair , close to three parked bicycles ."
1124448967_2221af8dc5.jpg,Man relaxing in a folding chair on the street .
1124448967_2221af8dc5.jpg,"Topless old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside ."
1129704496_4a61441f2c.jpg,A brown and white and a black and white dog hauling in a floating toy from the ocean .
1129704496_4a61441f2c.jpg,Both dogs retrieve the play toy from the water .
1129704496_4a61441f2c.jpg,Two dogs in the ocean playing with a toy
1129704496_4a61441f2c.jpg,Two dogs run through the water with a rope in their mouths .
1129704496_4a61441f2c.jpg,Two dogs tug at a chew toy in the surf .
1130017585_1a219257ac.jpg,"There are three young people , one dark haired holding a bottled drink , one with head tilted back and finger in her mouth , and one with spiked hair ."
1130017585_1a219257ac.jpg,The young people party in the streets .
1130017585_1a219257ac.jpg,Three girls make faces as one takes a drink while they stand in a busy street .
1130017585_1a219257ac.jpg,Three women on the street drinking and posing
1130017585_1a219257ac.jpg,Three young women pose for the camera at a parade .
1130369873_d80a1aa59c.jpg,A brown dog is running through neck-deep water carrying a tennis ball .
1130369873_d80a1aa59c.jpg,A brown dog splashes in the water while carrying a ball in its mouth .
1130369873_d80a1aa59c.jpg,A brown dog swims through water outdoors with a tennis ball in its mouth .
1130369873_d80a1aa59c.jpg,"A red dog , holding a ball , splashes through vegetation filled water ."
1130369873_d80a1aa59c.jpg,"Brown dog with tennis ball in mouth , in water and bushes ."
1130401779_8c30182e3e.jpg,Two brown dogs are creating large splashes as they run in a river .
1130401779_8c30182e3e.jpg,Two brown dogs in the water .
1130401779_8c30182e3e.jpg,Two brown dogs running through water .
1130401779_8c30182e3e.jpg,Two brown dogs runs through the water .
1130401779_8c30182e3e.jpg,Two dogs splash through the water .
1131155939_b4b457b05e.jpg,A black dog runs into the ocean next to a pile of seaweed .
1131155939_b4b457b05e.jpg,"A black lav runs into the water on the beach , with swimmers in the distance and sea kelp in the foreground ."
1131155939_b4b457b05e.jpg,"A dog at the shore of an ocean , with seaweed in foreground ."
1131155939_b4b457b05e.jpg,A dog is running in the waves at the beach .
1131155939_b4b457b05e.jpg,"A pile of seaweed sits on the sand , behind it a big black dog is running in the water ."
1131340021_83f46b150a.jpg,A young boy runs while wearing sandals .
1131340021_83f46b150a.jpg,Little boy in a striped shirt and brown shorts is running .
1131340021_83f46b150a.jpg,"The little boy , in a short sleeved shirt and shorts , is running outside ."
1131340021_83f46b150a.jpg,The little boy is wearing a black pinstripe shirt and walking on a deck .
1131340021_83f46b150a.jpg,Young boy running outside on the pavement .
1131800850_89c7ffd477.jpg,A brown and white dog stands outside while it snows .
1131800850_89c7ffd477.jpg,A dog is looking at something near the water .
1131800850_89c7ffd477.jpg,A furry dog attempts to dry itself by shaking the water off its coat .
1131800850_89c7ffd477.jpg,A white and brown dog shaking its self dry .
1131800850_89c7ffd477.jpg,The large brown and white dog shakes off water .
1131804997_177c3c0640.jpg,Two men are sitting on the ground and going through their backpacks .
1131804997_177c3c0640.jpg,Two men sitting in front of a railing are looking at something .
1131804997_177c3c0640.jpg,Two men with backpacks placed in front of them sitting in front of a railing .
1131804997_177c3c0640.jpg,Two men with backpacks are sitting on cardboard along a railing .
1131804997_177c3c0640.jpg,Two older men with backpacks sit at a bus station .
1131932671_c8d17751b3.jpg,A boy is jumping on a bed .
1131932671_c8d17751b3.jpg,A boy jumped up from the green bed .
1131932671_c8d17751b3.jpg,A boy jumps from one bed to another .
1131932671_c8d17751b3.jpg,A small child is jumping on a bed .
1131932671_c8d17751b3.jpg,The boy in blue shorts is bouncing on the bed .
1132772170_600610c5df.jpg,A child leaping from bed to bed behind the back of a man .
1132772170_600610c5df.jpg,A man is standing with his arms folded looking at something while the person behind him is jumping onto one of the two beds in the room .
1132772170_600610c5df.jpg,a man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background
1132772170_600610c5df.jpg,A young child jumping on the bed as a man looks the other way .
1132772170_600610c5df.jpg,Man standing in the bedroom with little boy jumping into bed .
113678030_87a6a6e42e.jpg,A snowboarder sits on a slope with skiers and boarders nearby .
113678030_87a6a6e42e.jpg,A snowboarder takes a rest on the mountainside .
113678030_87a6a6e42e.jpg,Snowboarders sitting in the snow while skiers take the hill .
113678030_87a6a6e42e.jpg,The snowboarder is sitting down .
113678030_87a6a6e42e.jpg,"Two skiers stand , two sit on slopes ."
1138784872_69ade3f2ab.jpg,A girl in green walks down a city street .
1138784872_69ade3f2ab.jpg,A small child in green clothing walks past a store opening and a woman in pink pants .
1138784872_69ade3f2ab.jpg,A small child walks down a sidewalk .
1138784872_69ade3f2ab.jpg,A young boy is walking in front of some stores
1138784872_69ade3f2ab.jpg,The child in the green one piece suit is walking past a store window .
114051287_dd85625a04.jpg,A boy dressed in soccer attire and holding his shoes getting out of a car .
114051287_dd85625a04.jpg,A boy in a red soccer strip is holding his boots in his hand whilst stepping out of a car .
114051287_dd85625a04.jpg,A boy in glasses is wearing a red shirt .
114051287_dd85625a04.jpg,A child getting out of the car wearing soccer shoes .
114051287_dd85625a04.jpg,A young boy gets out of the van and prepares his shoes for wear during a soccer game .
1141718391_24164bf1b1.jpg,"A bridge through high green plants , a man and a woman on it ."
1141718391_24164bf1b1.jpg,A man and a woman are crossing over a rope bridge with greenery all over them .
1141718391_24164bf1b1.jpg,A man and a woman are walking across a rope bridge .
1141718391_24164bf1b1.jpg,A man and a woman crossing a suspension bridge in a tropical setting .
1141718391_24164bf1b1.jpg,Woman and man walking across wooden rope bridge with a caution sign beside it .
1141739219_2c47195e4c.jpg,A family gathered at a painted van
1141739219_2c47195e4c.jpg,A girl climbing down from the side of a bright blue truck while others watch .
1141739219_2c47195e4c.jpg,A man is helping a girl step down from a colorful truck whilst a woman and three children watch .
1141739219_2c47195e4c.jpg,A very colorful bus is pulled off to the side of the road as its passengers load .
1141739219_2c47195e4c.jpg,Two women and four children standing next to a brightly painted truck .
1142283988_6b227c5231.jpg,A blond woman poses with a person in a pink costume .
1142283988_6b227c5231.jpg,A smiling woman holds a person dressed in a pig costume .
1142283988_6b227c5231.jpg,A young woman hugs a young man who 's wearing a pink costume .
1142283988_6b227c5231.jpg,"Blond embracing young man in pink costume , at event"
1142283988_6b227c5231.jpg,Two people are hugging and one is wearing a pink-hooded stretch top .
1142847777_2a0c1c2551.jpg,A bicyclist riding on a city street .
1142847777_2a0c1c2551.jpg,A woman in a blue helmet and brown shorts rides her bike on a busy street .
1142847777_2a0c1c2551.jpg,A woman is riding a blue bike .
1142847777_2a0c1c2551.jpg,A woman is riding her bicycle in traffic
1142847777_2a0c1c2551.jpg,A woman wearing a blue helmet rides her bicycle in a parking lot .
1143373711_2e90b7b799.jpg,A bicycle rider is crossing a street .
1143373711_2e90b7b799.jpg,A bicyclist getting ready to cross a street .
1143373711_2e90b7b799.jpg,A biker in spandex riding on a busy street .
1143373711_2e90b7b799.jpg,A man in blue and white biking gear rides down a busy street .
1143373711_2e90b7b799.jpg,a man wearing a helmet riding his bicycle down the street .
1143882946_1898d2eeb9.jpg,A lady wearing a helmet holding a bike .
1143882946_1898d2eeb9.jpg,A woman in a blue vest and a sky blue helmet stands with her bicycle in traffic .
1143882946_1898d2eeb9.jpg,A woman in a helmet rides her bike behind a car .
1143882946_1898d2eeb9.jpg,A woman with a helmet and a backpack walks next to her bike .
1143882946_1898d2eeb9.jpg,Women with bike and helmet wait for traffic .
1144288288_e5c9558b6a.jpg,A man in shorts is jogging along a street with a headset .
1144288288_e5c9558b6a.jpg,A person in blue shorts and wearing a Walkman jogs .
1144288288_e5c9558b6a.jpg,A woman in a white shirt and blue shorts is wearing headphones .
1144288288_e5c9558b6a.jpg,A woman walks on a street wearing headphones .
1144288288_e5c9558b6a.jpg,A woman wearing a white hat and shirt is jogging down a street with a plant store on the corner .
1148238960_f8cacec2fc.jpg,Bicyclists are standing at an intersection .
1148238960_f8cacec2fc.jpg,Bicyclists waiting at an intersection .
1148238960_f8cacec2fc.jpg,People on bicycles waiting at an intersection .
1148238960_f8cacec2fc.jpg,People waiting at a light on bikes .
1148238960_f8cacec2fc.jpg,three bikers stop in town .
1149179852_acad4d7300.jpg,A man without a shirt on is guiding a large brown horse pulling a green and yellow wagon .
1149179852_acad4d7300.jpg,A shirtless man escorts a horse pulling a carriage along a paved road .
1149179852_acad4d7300.jpg,A shirtless man leading a horse that is pulling a carriage .
1149179852_acad4d7300.jpg,Shirtless man leading a small horse-drawn covered wagon down a road
1149179852_acad4d7300.jpg,The shirtless man is walking the Shetland pony and carriage down the street .
114949897_490ca7eaec.jpg,A boy hits a ball off of a tee ball into to net .
114949897_490ca7eaec.jpg,"A child practices hitting a baseball into a net , while two adult men watch ."
114949897_490ca7eaec.jpg,A man holds a net while a boys bats a ball into it .
114949897_490ca7eaec.jpg,The man is holding the net for the boy playing baseball .
114949897_490ca7eaec.jpg,Three people put up a batting cage .
1151466868_3bc4d9580b.jpg,A small girl spins in the waves in the bright sun .
1151466868_3bc4d9580b.jpg,A young girl plays in shallow water .
1151466868_3bc4d9580b.jpg,A young girl wears a shirt and shorts as she plays in the ocean 's surf .
1151466868_3bc4d9580b.jpg,Girl running through the water near the shore .
1151466868_3bc4d9580b.jpg,The little girl splashes through the water .
1153704539_542f7aa3a5.jpg,A girl playing trumpet in a marching band .
1153704539_542f7aa3a5.jpg,A teenager plays her trumpet on the field at a game .
1153704539_542f7aa3a5.jpg,a young girl wearing a blue shirt marching in a band playing a trumpet
1153704539_542f7aa3a5.jpg,Girl playing the trumpet in a marching band
1153704539_542f7aa3a5.jpg,Girl wearing blue shirt and black shorts plays trumped outside .
1155138244_859fd6e079.jpg,A girl hands out Starbucks samples at a street fair .
1155138244_859fd6e079.jpg,An Asian girl in a green hat and apron is serving drinks on a tray .
1155138244_859fd6e079.jpg,a Starbucks barista offering up a tray of drinks
1155138244_859fd6e079.jpg,The waitress offers complimentary tea to the patrons .
1155138244_859fd6e079.jpg,Woman dressed in a green hat and apron is holding a try full of drink samples .
115684808_cb01227802.jpg,Three men are setting up a sledge on a snowy plain .
115684808_cb01227802.jpg,Three men loading items on a sled .
115684808_cb01227802.jpg,Three people and a sled .
115684808_cb01227802.jpg,Three people are standing in the snow preparing an ice fishing boat .
115684808_cb01227802.jpg,Three people in the snow put their gear in order .
1159574340_99ba8c3c59.jpg,A child jumping into a lake in a wooded area while another child plays on the shore .
1159574340_99ba8c3c59.jpg,A child jumps into the water with his sneakers on .
1159574340_99ba8c3c59.jpg,A kid jumping into a pool of water .
1159574340_99ba8c3c59.jpg,Little boy in sneakers jumping into water .
1159574340_99ba8c3c59.jpg,The man takes a leap into the water with his shoes on .
1160034462_16b38174fe.jpg,A elderly man in a straw hat is sitting on a bench .
1160034462_16b38174fe.jpg,a elderly man sits alone on a park bench .
1160034462_16b38174fe.jpg,An old man in a straw hat sits on a park bench .
1160034462_16b38174fe.jpg,The old man in the brown hat is sitting on the bench .
1160034462_16b38174fe.jpg,White haired man in gray sweater and a straw hat sitting on a bench under a tree .
1160441615_fe6b3c5277.jpg,Three girls are walking across a bridge covered with wood and surrounded by trees .
1160441615_fe6b3c5277.jpg,Three girls walking along an arched garden pathway .
1160441615_fe6b3c5277.jpg,Three girls walk under an arbor on a path surrounded by trees .
1160441615_fe6b3c5277.jpg,Three women walking through a tunnel in a park .
1160441615_fe6b3c5277.jpg,Three women walk through a plant covered atrium hallway .
1163282319_b729b24c46.jpg,"A girl dressed in a red top , a red cap , and light colored shorts , sits on a rock outside ."
1163282319_b729b24c46.jpg,A little girl in a red hat and yellow flip flops sits on a rock .
1163282319_b729b24c46.jpg,"A little girl with a red hood and shirt is sitting with legs sprawled on a rock , her mouth open ."
1163282319_b729b24c46.jpg,A young girl wearing yellow flip-flops is sitting on a large boulder .
1163282319_b729b24c46.jpg,The little girl sits on top of a rock .
116409198_0fe0c94f3b.jpg,A man eats near a tent in the snow .
116409198_0fe0c94f3b.jpg,A man sitting near a tent in the snow and ice .
116409198_0fe0c94f3b.jpg,A mountaineer sits in the snow in front of a yellow tent under clear blue sky .
116409198_0fe0c94f3b.jpg,Person wearing a hooded jacket sitting on snow in front of a yellow tent .
116409198_0fe0c94f3b.jpg,Young man in hooded jacket sitting on snow in mountain area .
1164131282_b30926f332.jpg,A grey dog beside a black and white dog running in green grass .
1164131282_b30926f332.jpg,two dogs are wrestling in a grassy field .
1164131282_b30926f332.jpg,"two dogs , playing in a field , wrestling with each other"
1164131282_b30926f332.jpg,Two dogs run along a grassy field while one bites the other .
1164131282_b30926f332.jpg,Two dogs wrestle in a field .
1164765687_7aca07bbe7.jpg,A man in a red shirt and glasses is bending down towards a small dog on a blanket with several stuffed animals .
1164765687_7aca07bbe7.jpg,A man in a red shirt is giving toys to a small dog .
1164765687_7aca07bbe7.jpg,A man is playing tug of war with his dog .
1164765687_7aca07bbe7.jpg,A man playing with a black dog on a white blanket .
1164765687_7aca07bbe7.jpg,A man playing with his dog on the blanket on the floor .
1167662968_e466f1e80a.jpg,A guy with a nose piercing .
1167662968_e466f1e80a.jpg,A man in a red cap with a nose ring .
1167662968_e466f1e80a.jpg,A teenage boy has a silver ring protruding from his nose .
1167662968_e466f1e80a.jpg,closeup picture of a man with a nose ring and a brown shirt
1167662968_e466f1e80a.jpg,Young man with a nose ring and a hat .
1167669558_87a8a467d6.jpg,A man in yellow grimaces .
1167669558_87a8a467d6.jpg,a man wearing a yellow shirt with a dramatic look on his face
1167669558_87a8a467d6.jpg,The man in the yellow t-shirt is pulling a large grin on his face .
1167669558_87a8a467d6.jpg,"There is a man , wearing a yellow shirt , and grimacing ."
1167669558_87a8a467d6.jpg,This man is smiling very big at the camera .
1167908324_8caab45e15.jpg,A man is standing by a group of video games in a bar .
1167908324_8caab45e15.jpg,a man standing in a bar with a neon beer sign hanging on the wall
1167908324_8caab45e15.jpg,A man stands next to a bank of computer gambling machines .
1167908324_8caab45e15.jpg,A man stands next to three video game machines and a beer sign .
1167908324_8caab45e15.jpg,A man stands next to three video machines .
1169307342_e7a4685a5c.jpg,A big brown dog plays with a smaller grey dog on the grass .
1169307342_e7a4685a5c.jpg,The dark brown dog is playing with the light brown dog .
1169307342_e7a4685a5c.jpg,Two brown dogs are running through the grass .
1169307342_e7a4685a5c.jpg,Two brown dogs run side by side .
1169307342_e7a4685a5c.jpg,Two dogs running and playing rough in the grass .
1174525839_7c1e6cfa86.jpg,A girl in blue is jumping on the shore as small waves approach her .
1174525839_7c1e6cfa86.jpg,A girl leaps into the air while standing by the ocean .
1174525839_7c1e6cfa86.jpg,"A young , long-haired , girl on the beach , is jumping in the air ."
1174525839_7c1e6cfa86.jpg,The girl is running into the ocean from the shore .
1174525839_7c1e6cfa86.jpg,The girls is jumping into the air on the beach .
1174629344_a2e1a2bdbf.jpg,A crowd of people walk down a busy sidewalk .
1174629344_a2e1a2bdbf.jpg,A group of different people are walking in all different directions in a city .
1174629344_a2e1a2bdbf.jpg,A group of people walking a city street in warm weather .
1174629344_a2e1a2bdbf.jpg,Busy intersection in the summer time in a city
1174629344_a2e1a2bdbf.jpg,People in summer clothes are walking on the sidewalk of a large city .
1176580356_9810d877bf.jpg,A big dog catches a ball on his nose
1176580356_9810d877bf.jpg,A brown and black dog is jumping to catch a red ball .
1176580356_9810d877bf.jpg,A brown and black dog jumps for a red ball .
1176580356_9810d877bf.jpg,Dog jumps to get orange ball on his head .
1176580356_9810d877bf.jpg,The brown and black dog is jumping up to catch a red ball .
1177994172_10d143cb8d.jpg,"Two blonde boys , one in a camouflage shirt and the other in blue , are having a water fight ."
1177994172_10d143cb8d.jpg,Two boys are squirting water guns at each other .
1177994172_10d143cb8d.jpg,Two boys spraying each other with water
1177994172_10d143cb8d.jpg,Two children wearing jeans squirt water at each other .
1177994172_10d143cb8d.jpg,Two young boys are squirting water at each other .
1178705300_c224d9a4f1.jpg,a brown dog jumping into a pool after a bloe ball .
1178705300_c224d9a4f1.jpg,A dog in the air above the swimming pool .
1178705300_c224d9a4f1.jpg,A dog jumps into a backyard pool .
1178705300_c224d9a4f1.jpg,A tan colored dog is jumping into an outdoor pool .
1178705300_c224d9a4f1.jpg,A tan colored dog leaps into the inground pool .
118187095_d422383c81.jpg,Parents are pushing little children in red car carts .
118187095_d422383c81.jpg,twin boys being pushed in small car shaped strollers in a parade
118187095_d422383c81.jpg,Twin toddlers dressed alike being pushed in plastic car strollers in a parade
118187095_d422383c81.jpg,Two children ride in toy cars .
118187095_d422383c81.jpg,Two kids being pushed in car shaped strollers in a parade .
118309463_a532b75be9.jpg,A boys baseball team wear their uniforms .
118309463_a532b75be9.jpg,A small boy smiles as he stands with others wearing the same black hats .
118309463_a532b75be9.jpg,Children sporting their Florida Dolphin caps .
118309463_a532b75be9.jpg,The boys are all wearing the same baseball hats .
118309463_a532b75be9.jpg,Three boys wearing Florida Marlins hats .
1184967930_9e29ce380d.jpg,A brown dog running through the grass and flowers .
1184967930_9e29ce380d.jpg,A dog in a field .
1184967930_9e29ce380d.jpg,A dog running in a field of grass and flowers .
1184967930_9e29ce380d.jpg,A dog running in shrubbery along a stream .
1184967930_9e29ce380d.jpg,A dog walks through a field .
1187435567_18173c148b.jpg,A small brown and black dog
1187435567_18173c148b.jpg,A small brown and black dog playing with a toy
1187435567_18173c148b.jpg,A small dog plays with a toy on top of a white blanket .
1187435567_18173c148b.jpg,"A small , shaggy dog playing with a toy on a blanket ."
1187435567_18173c148b.jpg,Terrier dog playing with toy on blanket
1187593464_ce862352c6.jpg,A big tan dog runs on grass with a big stick in his mouth .
1187593464_ce862352c6.jpg,A dog running across a grassy field with a stick in its mouth .
1187593464_ce862352c6.jpg,A dog running with a stick in his mouth
1187593464_ce862352c6.jpg,A dog runs toward the camera with a stick in its mouth .
1187593464_ce862352c6.jpg,The dog carrying a long stick in its mouth .
1189977786_4f5aaed773.jpg,A dog jumping into a swimming pool .
1189977786_4f5aaed773.jpg,A grey dog runs alongside a pool while a yellow dog jumps into the pool .
1189977786_4f5aaed773.jpg,One dog is jumping into a pool while another runs alongside the pool 's edge .
1189977786_4f5aaed773.jpg,one tan dog jumping in a pool while the other grey dog is on the deck
1189977786_4f5aaed773.jpg,Two dogs jumping into a swimming pool .
1191338263_a4fa073154.jpg,A little old lady sitting next to an advertisement .
1191338263_a4fa073154.jpg,An Asian woman waiting at an underground train stop .
1191338263_a4fa073154.jpg,An old woman sits in a transit station next to a backlit advertisement .
1191338263_a4fa073154.jpg,A woman sits in a subway station .
1191338263_a4fa073154.jpg,"A woman with an umbrella is sitting at a station , with an Aquos commercial on the wall ."
1193116658_c0161c35b5.jpg,A girl rides a unicycle as another rides a scooter next to her .
1193116658_c0161c35b5.jpg,A girl rides a unicycle with a child who rides a scooter .
1193116658_c0161c35b5.jpg,A young girl rides a unicycle next to another riding a scooter on a busy street .
1193116658_c0161c35b5.jpg,The girl on the unicycle reaches out for the child on the scooter .
1193116658_c0161c35b5.jpg,There is a girl on a unicycle and a child on a scooter .
119534510_d52b3781a3.jpg,A man in a brown shirt sitting on a dock and reading .
119534510_d52b3781a3.jpg,"A man is sitting next to the water , reading ."
119534510_d52b3781a3.jpg,A man reading a book on the dock near a post .
119534510_d52b3781a3.jpg,A person in a brown jacket is sitting on a pier by the water reading .
119534510_d52b3781a3.jpg,Person sitting on concrete landing next to body of water
1197800988_7fb0ca4888.jpg,a person sits at a table behind a tree .
1197800988_7fb0ca4888.jpg,A person wearing a purple jacket stands behind a tall tree .
1197800988_7fb0ca4888.jpg,A woman in a purple jacket is eating a snack at a table behind the tree .
1197800988_7fb0ca4888.jpg,A woman sits at a picnic table eating with luggage .
1197800988_7fb0ca4888.jpg,People eat under green trees .
1198194316_543cc7b945.jpg,a couple walking along on a sidewalk
1198194316_543cc7b945.jpg,A man and a woman walk outside .
1198194316_543cc7b945.jpg,A man and woman standing in front of a refreshment stand
1198194316_543cc7b945.jpg,A man in a black shirt and jeans walks beside a woman in black pants and a flowery shirt in front of a refreshment stand with others walking nearby .
1198194316_543cc7b945.jpg,A woman with a floral shirt and purse and a man with a black shirt are walking while another man walks behind them .
1204996216_71d7519d9a.jpg,A boy lays on a picnic table bench .
1204996216_71d7519d9a.jpg,A child is laying down on a wooden bench .
1204996216_71d7519d9a.jpg,A child is on a bench with arms stretched out .
1204996216_71d7519d9a.jpg,A little boy in a red shirt sitting on a wooden picnic table bench .
1204996216_71d7519d9a.jpg,A little boy lies down on a picnic table bench .
1206506157_c7956accd5.jpg,Dogs fight in grass over toy .
1206506157_c7956accd5.jpg,"On grass , two brown dogs tussle for orange toy ."
1206506157_c7956accd5.jpg,Two dogs are playing rough in a green field of grass .
1206506157_c7956accd5.jpg,Two dogs play with an orange toy in tall grass .
1206506157_c7956accd5.jpg,Two large brown dogs are playing in the grass .
1207159468_425b902bfb.jpg,A boy and a person suspended above a dome structure .
1207159468_425b902bfb.jpg,A boy in a blue shirt is posing in front of an igloo type building with a person dangling from a rope above the building .
1207159468_425b902bfb.jpg,A boy poses for a picture and in the background a man is hanging by a rope .
1207159468_425b902bfb.jpg,A boy stands near a structure outside .
1207159468_425b902bfb.jpg,a young man wearing a blue shirt with a strange white building in the background
1211015912_9f3ee3a995.jpg,A girl in a brown dress surrounded by children closes her eyes .
1211015912_9f3ee3a995.jpg,A girl in a yellow dress with the sun shining on her face
1211015912_9f3ee3a995.jpg,a girl in yellow dress is standing with her eyes closed in a busy park .
1211015912_9f3ee3a995.jpg,A young girl in a white dress
1211015912_9f3ee3a995.jpg,Children at a park .
1213336750_2269b51397.jpg,A man in a black jacket is taking a photo of a man in a red jacket .
1213336750_2269b51397.jpg,A man in a black outfit is taking a photograph of a man in a red jacket .
1213336750_2269b51397.jpg,A man takes a picture of another man in an open area just off of a busy street .
1213336750_2269b51397.jpg,A young man taking a picture of another young man outdoors
1213336750_2269b51397.jpg,Young man takes picture of another young man in front of church .
1215334959_b1970965f7.jpg,A family sits on a bench near a beach .
1215334959_b1970965f7.jpg,A family sits on a bench overlooking the beach .
1215334959_b1970965f7.jpg,"A man , woman , girl , and boy sit on a concrete bench by a beach ."
1215334959_b1970965f7.jpg,Family sitting on a bench near the beach .
1215334959_b1970965f7.jpg,Taking a break while vacationing at the beach
121800200_bef08fae5f.jpg,A group of climbers begin up a sheer rock face .
121800200_bef08fae5f.jpg,A group of rock climbers climb a rock wall in a forest .
121800200_bef08fae5f.jpg,Many people are climbing the mountain surrounded by pretty green trees .
121800200_bef08fae5f.jpg,People at a distance trying to climb a cliff .
121800200_bef08fae5f.jpg,"The flat side of a large , rocky mountain ."
121971540_0a986ee176.jpg,two men cleaning the outside windows of a yacht
121971540_0a986ee176.jpg,Two men climb the side of a boat .
121971540_0a986ee176.jpg,Two men on the side of a barge
121971540_0a986ee176.jpg,Two people outside cleaning windows while on a ledge of a boat .
121971540_0a986ee176.jpg,Two people stand on the side of a large white and red boat .
1220401002_3f44b1f3f7.jpg,Two children are laughing in the grass .
1220401002_3f44b1f3f7.jpg,Two girls laughing outside in a yard .
1220401002_3f44b1f3f7.jpg,Two girls standing on grass face each other .
1220401002_3f44b1f3f7.jpg,Two young girls are playing and laughing in a green grassy yard .
1220401002_3f44b1f3f7.jpg,Two young girls playing together .
1222322358_225067636e.jpg,A boy in a red and white shirt is on a swing .
1222322358_225067636e.jpg,A child looking back on a fast moving swing .
1222322358_225067636e.jpg,A litlle boy playing on a swing
1222322358_225067636e.jpg,A young boy in orange and white swings in a playground at a park .
1222322358_225067636e.jpg,A young boy plays on a swing .
1224851143_33bcdd299c.jpg,A boy eats with a spoon .
1224851143_33bcdd299c.jpg,A little boy holds a spoon up to his mouth .
1224851143_33bcdd299c.jpg,A little boy is eating his food off of a spoon while sitting on a patio .
1224851143_33bcdd299c.jpg,A small child dressed in green is eating with a spoon .
1224851143_33bcdd299c.jpg,A young child holds a spoon to its mouth while sitting in a chair .
1225443522_1633e7121f.jpg,A girl walking alone at night on a street .
1225443522_1633e7121f.jpg,A woman in a blue coat and blue heels walks down a city sidewalk at night .
1225443522_1633e7121f.jpg,A woman walking down a brick sidewalk .
1225443522_1633e7121f.jpg,A woman walks down a brick sidewalk at night .
1225443522_1633e7121f.jpg,A woman walks down a city sidewalk at night .
1227655020_b11a1bb112.jpg,A black dog and a brown dog playing in tall weeds .
1227655020_b11a1bb112.jpg,A brown dog and a black dog are standing against each other in some grass
1227655020_b11a1bb112.jpg,Two dogs are playing outside in a field .
1227655020_b11a1bb112.jpg,Two dogs play in tall grass .
1227655020_b11a1bb112.jpg,Two dogs wrestle together in the long grass .
1229756013_94663527d7.jpg,A brown dog jumping in the air on a brown plain .
1229756013_94663527d7.jpg,A brown dog jumping into the air to catch a ball .
1229756013_94663527d7.jpg,A brown dog leaping to catch a ball .
1229756013_94663527d7.jpg,A coppery dog leaps to catch a ball .
1229756013_94663527d7.jpg,A dog leaps into the air in a grassy field surrounded by trees .
1231229740_8dcbf80bfb.jpg,A child in gray clothes is sleeping on a red cushion .
1231229740_8dcbf80bfb.jpg,A little boy has fallen asleep on a miniature sofa and a pacifier in his mouth .
1231229740_8dcbf80bfb.jpg,A sleeping child sucking on a pacifier .
1231229740_8dcbf80bfb.jpg,A toddler wearing a pacifier is sleeping on a red blanket with a teddy bear at his side .
1231229740_8dcbf80bfb.jpg,a young baby sucking a Binky asleep in a chair .
1232148178_4f45cc3284.jpg,A baby girl playing at a park .
1232148178_4f45cc3284.jpg,A closeup of a child on a playground with adult supervision .
1232148178_4f45cc3284.jpg,A young boy poses for a picture in front of a playground .
1232148178_4f45cc3284.jpg,A young girl is smiling in front of the camera at a park .
